,causal_model_name,model_t,model_y,est_ate,true_ate,mu_risk,tao_risk,run_time,data,file_name,best_model_y_params,best_model_t_params
81,KernelDML,str,MLPClassifier,0.2339721027288605,0.216588097389286,,0.0003022036416463,23.51929497718811,acic,high2648,,
82,KernelDML,RandomForestClassifier,str,0.060905490680456,0.216588097389286,,0.0242370740316562,10.4706609249115,acic,high2648,,
83,KernelDML,LogisticRegressionCV,str,0.1456132010337274,0.216588097389286,,0.0050374359126822,15.753515005111694,acic,high2648,,
84,KernelDML,MLPClassifier,str,0.0764484193892176,0.216588097389286,,0.0196391293499628,26.19972801208496,acic,high2648,,
85,KernelDML,str,str,0.2699081523674085,0.216588097389286,,0.00284302826287,22.042721033096313,acic,high2648,,
86,CausalForestDML,RandomForestClassifier,RandomForestClassifier,0.157114202262233,0.216588097389286,,0.0035371442015836,5.8213489055633545,acic,high2648,,
87,CausalForestDML,LogisticRegressionCV,RandomForestClassifier,0.190586988240783,0.216588097389286,,0.0006760576769523,6.655574083328247,acic,high2648,,
88,CausalForestDML,MLPClassifier,RandomForestClassifier,0.1409665744144436,0.216588097389286,,0.0057186147370346,22.617034912109375,acic,high2648,,
89,CausalForestDML,str,RandomForestClassifier,0.1872828254621918,0.216588097389286,,0.0008587989627209,18.903299808502197,acic,high2648,,
90,CausalForestDML,RandomForestClassifier,LogisticRegressionCV,0.1233053225111615,0.216588097389286,,0.0087016760889628,6.067878007888794,acic,high2648,,
91,CausalForestDML,LogisticRegressionCV,LogisticRegressionCV,0.2122118582037148,0.216588097389286,,1.9151469409328892e-05,6.717067003250122,acic,high2648,,
92,CausalForestDML,MLPClassifier,LogisticRegressionCV,0.1598723426031043,0.216588097389286,,0.0032166768409662,22.067232131958008,acic,high2648,,
93,CausalForestDML,str,LogisticRegressionCV,0.2190183029821515,0.216588097389286,,5.905899223595149e-06,19.716683864593502,acic,high2648,,
94,CausalForestDML,RandomForestClassifier,MLPClassifier,0.1212850009743884,0.216588097389286,,0.0090826801862672,22.68242311477661,acic,high2648,,
95,CausalForestDML,LogisticRegressionCV,MLPClassifier,0.2278202526360511,0.216588097389286,,0.0001261613114874,20.969680070877075,acic,high2648,,
96,CausalForestDML,MLPClassifier,MLPClassifier,0.1747521664905045,0.216588097389286,,0.0017502451141676,36.71190810203552,acic,high2648,,
97,CausalForestDML,str,MLPClassifier,0.2209169657119041,0.216588097389286,,1.873910095456679e-05,46.06657600402832,acic,high2648,,
98,CausalForestDML,RandomForestClassifier,str,0.1283545855047128,0.216588097389286,,0.0077851526194851,20.367127180099487,acic,high2648,,
99,CausalForestDML,LogisticRegressionCV,str,0.1688905755578984,0.216588097389286,,0.0022750535888556,9.142701864242554,acic,high2648,,
100,CausalForestDML,MLPClassifier,str,0.1283258029567464,0.216588097389286,,0.0077902326184963,13.345954895019531,acic,high2648,,
101,CausalForestDML,str,str,0.2683480479562491,0.216588097389286,,0.0026790924826944,16.49721384048462,acic,high2648,,
102,TLearner,,RandomForestClassifier,-0.21,-0.279808785174019,,0.00487326648747234,0.8639519214630127,acic,high2660,,
103,TLearner,,LogisticRegressionCV,-0.15533333333333332,-0.279808785174019,,0.015494138110942865,1.1181271076202393,acic,high2660,,
104,TLearner,,MLPClassifier,-0.19133333333333333,-0.279808785174019,,0.007827905578413494,13.365911960601807,acic,high2660,,
105,LinearDML,RandomForestClassifier,RandomForestClassifier,-0.023952923470207395,-0.279808785174019,,0.0654622219682,22.488677978515625,acic,high2660,,
106,LinearDML,LogisticRegressionCV,RandomForestClassifier,-0.027602752637605296,-0.279808785174019,,0.06360788284775858,27.66763210296631,acic,high2660,,
107,LinearDML,MLPClassifier,RandomForestClassifier,-0.07249364397451252,-0.279808785174019,,0.04297956777057132,44.19455909729004,acic,high2660,,
108,LinearDML,str,RandomForestClassifier,-0.22711766380641144,-0.279808785174019,,0.002776354270975953,39.003247022628784,acic,high2660,,
109,LinearDML,RandomForestClassifier,LogisticRegressionCV,-0.03517105772366844,-0.279808785174019,,0.05984761769207202,129.31462287902832,acic,high2660,,
110,LinearDML,LogisticRegressionCV,LogisticRegressionCV,0.02375779711748615,-0.279808785174019,,0.0921526698841452,111.45320892333984,acic,high2660,,
111,LinearDML,MLPClassifier,LogisticRegressionCV,-0.030684821229060442,-0.279808785174019,,0.06206274941164903,134.7130250930786,acic,high2660,,
112,LinearDML,str,LogisticRegressionCV,-0.24090547423903594,-0.279808785174019,,0.0015134676017039747,126.02676510810852,acic,high2660,,
113,LinearDML,RandomForestClassifier,MLPClassifier,-0.1039258087530914,-0.279808785174019,,0.03093482139468458,237.30301213264465,acic,high2660,,
114,LinearDML,LogisticRegressionCV,MLPClassifier,-0.028191299488641353,-0.279808785174019,,0.06331135910263123,195.53547406196594,acic,high2660,,
115,LinearDML,MLPClassifier,MLPClassifier,-0.09890253882798944,-0.279808785174019,,0.032727069967010344,218.0204541683197,acic,high2660,,
116,LinearDML,str,MLPClassifier,-0.21572173262495292,-0.279808785174019,,0.00410715030442676,166.36366200447083,acic,high2660,,
117,LinearDML,RandomForestClassifier,str,-0.17349735075174136,-0.279808785174019,,0.011302121088922245,11256.841459989548,acic,high2660,,
